0,syn_mean,literally,speak,syno_lower_mean,attitude,index,sensitivity,disgust_mood,hashtag,introspection,polarities,temper,fear_mood,Questioning,Change_direction,Mental_property,Taking,Measure_volume,anniversary,cool,die,directorate,lust,face,game,jumping,Aggregate,text
1,0.1734507393254693,0,0,0.3900104420466411,0.0,113,0.0586153846153846,0,0,0.009,0,-0.0646153846153846,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,wanna know another pro pregnancy? waking find youre leaking milk. fucking love do.
0,0.4139014333398783,0,0,0.4621554915672562,0.0,114,0.0715454545454545,0,0,0.1605454545454545,2,-0.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,friend used work talent corp completed masters harvard. want return malaysia.
1,0.1123110151187905,0,0,0.1052036199095022,0.0008,115,0.115,0,1,0.0915,2,0.0101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,huge jackman looked little scronny newest x-men film. doeshefitthroughdoors? hughjackman
1,0.2175535048105242,0,0,0.2585355820649938,-0.0663636363636363,116,-0.0745454545454545,1,1,-0.0709090909090909,0,-0.0763636363636363,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,grannyescort c4- 84 year old recovering major operation looks hot! puke
1,0.6976241900647948,0,0,0.8543552036199095,0.0,117,0.123375,0,1,0.207625,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,people take pictures running soattractive picture lunch room
0,0.3682505399568035,0,0,0.544683257918552,0.0,118,0.209625,0,1,0.218875,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gun goes chinese kindergarten class safety talk -story454…
0,0.2498753945838179,0,0,0.3378002088409328,-0.003076923076923,119,0.0086923076923076,0,1,-0.0046153846153846,2,0.0776153846153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cant believe waited 20m bus delayed many busses getting others way mktransport arriva
1,0.1036717062634989,0,0,0.1822882999353587,-0.0385714285714285,120,0.1562857142857142,0,0,0.1352857142857143,2,0.0774285714285714,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,yeah cuz kid need assistance attitude department.
0,0.3827878385113807,0,0,0.4526627218934911,0.1527692307692307,121,0.1031538461538461,0,1,0.0204615384615384,2,-0.04,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,u.s customs border protection get suv washed car wash full legal workers madfunny
0,0.203023758099352,0,1,0.3054298642533936,-0.028,122,0.0832,0,0,0.0935999999999999,2,-0.0223999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,interesting prediction. want guys play. hopefully carter regains form speak
1,0.6814254859611232,0,0,0.5913461538461539,0.021,123,-0.030375,0,1,-0.025375,2,-0.00375,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,car broken cannot drive atlanta ride bicycle criticalmass.
1,0.166066714662827,0,0,0.1930618401206636,0.0,124,0.1714444444444444,0,0,0.101,0,-0.2533333333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,. north korea lovely economy ignore concentration camps starvation.
0,0.2579450786794199,0,0,0.2840982546864899,0.0855714285714285,125,0.0361428571428571,0,0,0.0291428571428571,2,0.01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,think coincidence hat two tweets pop together?
0,0.2512598992080634,0,0,0.3410633484162896,0.0615,126,0.075,0,0,0.081,2,-0.0699999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,well thats mature. blocking putting fucking place. wow sure showed him. .
1,0.3196544276457884,0,0,0.4155354449472097,0.0,127,0.1562222222222222,0,0,0.0943333333333333,2,-0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fire scatter everythingfire transform anythingand fire cook you.... life
1,0.4924406047516199,0,0,0.4966063348416289,0.0,128,0.2106666666666666,0,0,0.2198333333333333,2,0.037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes cutting grass totally important homework.
0,0.2199700947001163,1,0,0.2412112774103724,-0.0236153846153846,129,0.0923076923076923,1,1,0.0746153846153846,2,-0.0474615384615384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,good luck tomorrow - youll need it! knock em dead - literally!! masternev
1,0.4444444444444445,0,0,0.3929110105580694,0.0,130,0.097,0,0,0.0553333333333333,2,-0.0025555555555555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,read cant believe shes wreck! better put books read.
1,0.3676505879529638,1,0,0.5512820512820512,0.0,131,0.1846666666666666,0,0,0.1996666666666667,2,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,love peoplee upload albums places go literally selfies them.
1,0.3244540436765059,0,0,0.253393665158371,0.0,132,0.0,0,0,0.1,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,throat feels like im working 15 hours today. yiipppppeeee!
0,0.1198704103671706,0,0,0.1586538461538461,0.0,133,0.0,0,1,0.0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,david goin around world summer ! tx ha
1,0.2930719388602759,0,0,0.2516533240515141,0.1306923076923077,134,0.057,0,0,0.1676153846153846,2,-0.0463846153846153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,think hear encore beach club calling name. pretty sure thats sexy body belongs
1,0.0460763138948884,0,0,0.0384615384615384,0.002,135,0.1756666666666666,0,1,0.15,2,0.0415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,totally worth wwenetwork exclusive match! extremerules
0,0.3196544276457884,0,0,0.3461538461538461,0.0,136,0.1692,0,0,0.0,2,0.1798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,driving grand cherokee cherokee nation.
0,0.0761829962693893,0,1,0.1474701768819415,0.0,137,0.0,0,0,0.0,2,0.0309090909090909,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,okay gotcha. wondering. . okay cant far he? apparently is. speak.
1,0.1715519901265041,1,0,0.2453135100193923,0.0,138,0.1381428571428571,0,0,0.1312857142857142,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dude literally walking hallway 3 minutes waiting
1,0.1414686825053995,0,0,0.1162330316742081,0.0,139,0.0,0,1,-0.08775,0,-0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,landlord says noise ten. like what? kids?. yeahright
1,0.2332613390928725,0,0,0.290158371040724,0.0,140,0.225,0,0,0.225,0,-0.0425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,guess infection thats cool
0,0.0728170317803147,0,0,0.0804783451842275,0.0075714285714285,141,0.1242857142857142,0,0,0.1285714285714286,2,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,listening podcast mindfulness eating salad tweeting facebooking.
1,0.3196544276457884,0,0,0.31406828465652,0.134,142,-0.1572727272727272,1,1,0.0763636363636363,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sharing suaju dark house exactly warm welcome - middletown press clairvoyant
1,0.0759024992286331,0,0,0.1289592760180995,0.0556428571428571,143,0.0718571428571428,1,1,0.1277142857142857,2,0.009,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,dont ya love nice sinus infection? livid blaming weather thankyou dr milligan meds lol
1,0.2170626349892008,0,0,0.2477375565610859,0.0,144,0.10375,1,0,0.2053749999999999,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yay cleaning house babysitting bratty kids day ...
0,0.3148548116150708,0,0,0.3552036199095022,-0.0888888888888888,145,0.1,1,0,0.1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,. seven deadly sins docuseries set august premiere on.
1,0.3304535637149028,0,0,0.4570135746606334,0.0561666666666666,146,0.0108333333333333,0,0,-0.0156666666666666,0,-0.0699999999999999,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,know youre old wedding know kids bop version songs theyre playing therealwords
1,0.4762419006479482,0,0,0.481052036199095,-0.005,147,0.020625,0,0,0.0,2,0.0175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hahahaha talk !! way set standards high !
1,0.2270904041962357,0,0,0.4489334195216548,0.1369999999999999,148,0.0,0,0,0.2488571428571428,2,0.1352857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,guys designer jeans easily favorite part concert
1,0.4330453563714903,0,0,0.4640837104072398,0.0,149,0.224,0,0,0.338125,2,0.096625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,thing ill ever remember great first last impression
1,0.2568230905163951,0,0,0.3294940353763883,-0.007090909090909,150,0.1270909090909091,0,1,0.0922727272727272,2,0.0275454545454545,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,woke runningsprinting 1h abb workouts litre green tea. best morning ever
1,0.1612670986321094,0,0,0.3099547511312217,-0.1008333333333333,151,-0.0505833333333333,1,1,0.0634166666666666,0,0.0502499999999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,oh ok bf go clubs without me..... hmmmm thats freaking cool. butreally
0,0.0419623572971305,0,0,0.0659340659340659,0.1118571428571428,152,-0.0728571428571428,0,1,-0.1314285714285714,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,dont ask 4.0 gpa clue booksmart commonsensesmart
1,0.3358531317494601,0,0,0.4259049773755656,-0.01375,153,0.15275,0,1,0.1125,2,0.045375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,microwave pretty good beat it... icantdance butthatbeatdoe mrd2kljd0qw
1,0.3700503959683225,0,0,0.4711538461538461,-0.0560833333333333,154,0.0156666666666666,0,0,0.1144999999999999,2,-0.1479166666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,woman sees man speedosbriefs freak occasion near enough wear belt skirt fair
0,0.7132229421646269,1,0,0.9811463046757164,-0.03,155,0.1293333333333333,0,0,0.1488888888888889,2,0.1672222222222222,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,good dick good pussy literally make mfs go crazy
0,0.4252459803215743,1,0,0.475867269984917,-0.0122222222222222,156,0.0357777777777777,0,0,0.0,2,0.049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ep kings holding wales. kevin literally fairly good game
0,0.1221845109534094,0,0,0.1095669036845507,-0.1271428571428571,157,0.0114285714285714,1,1,0.1155714285714285,0,-0.0857142857142857,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tibetan chinese completely different unique language truetibet
0,0.5788336933045356,0,0,0.4287330316742082,0.0,158,0.2296666666666666,0,1,0.3786666666666667,2,0.083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,spend present worrying future future turns presentworrying continues!! times running fast happiness
0,0.3052555795536357,0,0,0.4711538461538461,0.0,159,0.11975,0,1,0.13625,2,-0.1166666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,went 155lbs back 126lbs within 5 months. it?? went culinary school... makesperfectsense
1,0.4060475161987041,0,0,0.3721719457013574,0.0,160,0.15,0,0,0.2883333333333333,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gonna dinner night light candles lmao
1,0.3052555795536357,0,0,0.3552036199095022,0.0,161,0.0,0,1,0.0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,look like bunch scholars headed harvard.
0,0.4862696698549831,0,0,0.5313510019392372,0.0216428571428571,162,0.1515714285714285,1,1,0.1905714285714285,2,0.0259285714285714,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,never thought could feel damn good glowing independent moving forward looking back released temptations
1,0.4978401727861771,0,0,0.5319570135746606,-0.06125,163,-0.01125,1,1,-0.024625,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yay one shift hollister next week. fml broke
1,0.1516678665706743,0,0,0.2043740573152337,-0.1011111111111111,164,-0.1011111111111111,1,1,-0.0933333333333333,0,-0.0988888888888888,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,duh know youre extremely jealous wish stayed home. ihateyou
0,0.175665946724262,1,0,0.1968325791855203,0.0,165,0.15,0,0,0.15,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,literally never hair pretty much let
0,0.1360691144708423,0,0,0.2010746606334841,0.0353749999999999,166,0.03525,1,0,-0.1498749999999999,0,-0.0699999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,england failed suicide attempt used illegal punishable death.
0,0.1576673866090712,0,0,0.1968325791855203,0.0,167,0.0,0,0,0.0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hmmmmmm rt todays bit
1,0.4245603208886147,0,0,0.4828700711053652,-0.0128571428571428,168,-0.0937142857142857,1,0,0.0095714285714285,2,0.0414285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nice never seen definitive sac fly life
1,0.5603208886146251,0,0,0.8804137039431157,0.0,169,-0.1185714285714285,0,0,0.0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anyone seen video bitch getting hit shovel?
1,0.2620590352771779,0,0,0.3156108597285068,0.0,170,-0.1616666666666666,1,1,-0.2933333333333333,0,-0.1399999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,learn! old keep figuring out? ......not
1,0.5284377249820015,0,0,0.6493212669683257,-0.0066666666666666,171,0.1688333333333333,0,0,0.2623333333333333,2,0.1436666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,taking bus rain two babies cool
0,0.3484521238300936,0,0,0.4419306184012066,0.0684444444444444,172,-0.2494444444444444,1,0,-0.2433333333333333,0,0.0155555555555555,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,awkward moment stripper went high school complaining sexism facebook.
1,0.386849052075834,0,0,0.4268476621417798,-0.0666666666666666,173,0.0066666666666666,1,0,0.0955555555555555,2,0.0225555555555555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,thanks helping set graduation party... sorry ill miss girls....
1,0.1507952091105439,0,0,0.1505553270259152,-0.0081818181818181,174,0.1096363636363636,0,0,0.0956363636363636,2,0.0817272727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,well cheers. nice week great weather . footy myself. gud un
0,0.5479790188213515,0,0,0.8658694246929541,0.0,175,0.0,0,1,0.2571428571428572,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,got hour half go vegas!!! sleep sleep
1,0.4300455963522919,0,0,0.7322775263951734,0.0303333333333333,176,-0.0142222222222222,1,0,0.0011111111111111,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,starting get pressure ita amazing 5th guy ice brings
1,0.2702869484726936,0,0,0.2792501616031028,0.0,177,0.0,0,0,0.1359999999999999,2,0.1235714285714285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,found today half christian faith class satanists
1,0.0975007713668621,0,0,0.0901745313510019,0.0,178,0.1315714285714286,0,1,0.1367142857142857,2,0.1277142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wonder anyone watching station tonight? 24isonfox25 imwatchingsports
0,0.2116630669546436,0,0,0.2505656108597285,0.0,179,0.0,0,1,0.0,0,-0.0691666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tweeps talking isht tweeps theyve never even met disaster strikes tunajidai weareone.
0,0.3916486681065515,0,0,0.4485294117647058,-0.09,180,-0.0233333333333333,1,0,-0.1623333333333333,2,0.0636666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,good know strict gun laws helping protect people keep general public safe...
1,0.1900647948164147,0,0,0.1586538461538461,0.0,181,0.0,0,1,0.015,0,-0.105,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,oh hey insomnia. havent missed thanks coming back.
1,0.1036717062634989,0,0,0.1871363930187459,0.1338571428571428,182,0.0,0,1,0.2322857142857142,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,maybe one year florida win cws... haha
1,0.2702869484726936,0,0,0.3034906270200387,-0.03,183,0.0367142857142857,0,0,0.1804285714285714,2,0.1751428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,⁠⁠if find hard laugh would happy you.⁠⁠
0,0.5452363810895128,1,0,0.555052790346908,-0.0122222222222222,184,0.1357777777777777,0,0,0.0133333333333333,2,-0.053,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,ashtons solo dont stop literally gives chills good type
1,-0.0151187904967602,0,0,0.0016968325791855,0.12975,185,-0.16,0,0,-0.1875,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,roy hibbert supposedly dpoy....
1,0.1979187119575888,0,0,0.1628959276018099,0.0682727272727272,186,-0.0881818181818181,1,1,-0.0237272727272727,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,realised wrote final accounting exam opened textbook twice entire semester badass
0,0.0471839175942847,0,0,0.0558649495301079,0.0,187,0.0,0,1,0.0692307692307692,2,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,new song soundcloud w migosatl... justinbieberfoto iciashappy musica justinbieber 2014 instagram justinbieberfoto ...
0,0.3432161790693108,0,0,0.2554504319210202,0.079,188,0.0793636363636363,0,1,0.0452727272727272,2,-0.0016363636363636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,livid oh noooooo one tso - hope feel better soon xxx
0,0.0172786177105831,0,0,0.0497737556561086,0.0,189,0.3166666666666666,0,0,0.312,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,epic freakouts best!!!
1,0.3690219068188831,0,0,0.5071105365223012,0.0829999999999999,190,0.0504285714285714,0,0,-0.0289999999999999,0,0.0917142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,social anxiety fun! get alone long disturbances!
0,0.20667885030736,0,0,0.1916115558649495,0.0,191,0.0693076923076923,0,1,0.0732307692307692,2,0.0053076923076923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,savewras mt feel like sherman’s gpb army 100000 strong - bearing town collegeradio
0,0.252896131945808,1,0,0.2924722336487042,-0.01,192,0.111090909090909,0,0,0.1666363636363636,2,0.1138181818181818,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,spend literally 10-15 trying think say something someone im good conversation
1,0.4767327704692716,0,0,0.4868366927190456,0.0,193,-0.0088181818181818,1,0,-0.0438181818181818,0,-0.0827272727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,slumped way first place nl east. battles always fought better hill..
0,0.3520518358531318,1,0,0.4230769230769231,0.0573333333333333,194,-0.0047499999999999,1,0,0.0696666666666666,2,-0.0430833333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cant breathe look good link looks hhhhhhhhhhhhh literally throws im buyin wiiu
1,0.2062634989200864,0,0,0.1586538461538461,0.063625,195,0.11875,0,0,0.154,0,-0.10375,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,continuous deployment something people do. brute force thing
1,0.3974082073434126,0,0,0.4751131221719457,0.0611,196,-0.059,0,1,0.022,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,peeling like snake 2 weeks getting burnt?! moisturiser working paininthearse
1,0.4146868250539957,0,0,0.3461538461538461,0.0,197,-0.0097999999999999,1,0,-0.0983,0,-0.0839999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,calls maya angelou talentless hack rambling piece number grammatical errors.
1,0.7948164146868251,0,0,0.994343891402715,-0.055,198,0.161,0,0,0.0,2,0.1815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,good talk
1,0.5418080839247146,0,0,0.7252747252747253,0.2655714285714285,199,0.387,0,0,0.1285714285714286,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,family get 1000 questions hanging guy cool
0,0.3628509719222463,0,0,0.7058823529411764,-0.065,200,-0.0166666666666666,1,1,-0.1383333333333333,0,0.0356666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pot meet kettle look word moron.
0,0.2214804633811113,0,0,0.218428630193336,0.1544545454545454,201,0.1060909090909091,0,0,0.2409090909090909,2,0.0747272727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sure breed interested 36 pure ongole bull even quoted rs.25 lakh
0,0.0879638719811506,0,1,0.1073632250102838,0.0,202,-0.1036363636363636,1,1,-0.0890909090909091,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,people sight-seeing speak. avoid area please do. fewer people better. nanow
0,0.1701279282272803,0,1,0.2098851374869474,0.0553076923076923,203,-0.0455384615384615,0,1,0.0653846153846153,2,-0.0282307692307692,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,combat really good digestive protein. thats ive stuck them. im freeagent speak haha
0,0.2116630669546436,0,0,0.1940045248868778,0.032,204,0.066,1,1,-0.0715833333333333,0,0.0228333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wthat quote many times sadly enuf age 4get old r. case arent.
0,0.2872570194384449,0,1,0.2562217194570135,0.0,205,0.0,0,0,0.0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hah! well done then. - last wordlaugh speak.
0,0.3694965941186244,0,0,0.4500522102332057,-0.0607692307692307,206,0.0692307692307692,1,0,-0.003076923076923,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,claps dad finally got texts begging picked up. ive back home 5 hrs
1,0.3466522678185745,0,0,0.3834841628959275,-0.05125,207,0.15525,1,0,0.2465,2,0.2565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,worrying base faith humanity shows predicated humiliation others.
1,0.449244060475162,0,0,0.6574014221073045,0.0,208,0.1285714285714286,0,0,0.1285714285714286,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,saw billboard today said keep eyes road.
1,0.2537228600659316,0,0,0.2861395570373898,0.0525263157894736,209,-0.1052631578947368,1,0,-0.0931578947368421,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gutted result tonight .. hate losing nippers like that! least weve got 3 half hour drive tomorrow brighton! !
0,0.1252699784017278,0,0,0.1544117647058823,0.0,210,0.1125,0,1,0.118,2,-0.105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,old skool rb blaring speakers im cool haha
0,0.3314353033575496,0,0,0.4590703414232825,-0.01,211,-0.0589090909090909,1,1,-0.0136363636363636,2,0.1054545454545454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,jordan cant even find clothes wut thats know good night hahaha
1,0.115190784737221,0,0,0.1809954751131221,-0.008,212,0.1219333333333333,0,0,0.3422666666666666,2,0.0184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wow didnt realize hungry friend asked eaten anything yet thanks much jaypee thank u lol
0,0.4126931383950822,1,0,0.439610163592064,0.0647692307692307,213,0.143076923076923,0,0,0.1279230769230769,2,-0.0397692307692307,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,literally soooo close finishing new single excited show everyone... good music month already
1,0.1228701703863691,0,0,0.1214177978883861,-0.02,214,-0.0244444444444444,1,1,-0.0311111111111111,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,dear davincisdemons spoileralert congrats elevating cliff hanger kill hanger.
1,0.1540676745860331,0,0,0.2760180995475113,0.0,215,0.0,0,0,0.0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,world totally needs ben stiller movies…
0,0.2494600431965442,0,0,0.2774321266968326,0.104,216,0.090375,1,1,-0.0125,0,-0.005,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,almost bough american telecaster today.. close .. yet
1,0.3304535637149028,0,0,0.5192307692307692,-0.02125,217,0.0,1,0,-0.0975,0,-0.105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cant wait see dumb pictures vacay posted fb
1,0.2332613390928725,0,0,0.3174962292609351,0.0,218,-0.2155555555555555,1,1,-0.2177777777777777,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mass shootings stopped civilians past 30 years....0. onemore nowaynra
0,0.3311735061195105,0,0,0.3823529411764705,-0.0566666666666666,219,0.1104666666666666,1,1,0.1706,2,0.0294666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bed hope sleep! nowt mrs b wanting body cycling excites me! promise last big ride
0,0.1727861771058315,0,0,0.3190045248868778,-0.017,220,0.1649999999999999,1,1,0.2433999999999999,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,id die chose hero girl! may much heart handle! lol
1,0.1414686825053995,0,0,0.1925904977375565,0.0,221,0.0,0,0,-0.0975,0,-0.105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,watching old episode goodtimes talking educating kidsteens sex.
0,0.3235813862163755,1,0,0.5053475935828877,-0.01,222,-0.1343636363636363,1,0,-0.16,0,-0.0433636363636363,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,really stop forgetting clontarf literally 10 seconds house fuck good looking.
1,0.0982721382289417,0,0,0.1459276018099547,0.0816249999999999,223,-0.07875,1,0,0.0112499999999999,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,whats funny me? professional actors complain people honest.
1,0.2476601871850252,0,0,0.2477375565610859,-0.1233333333333333,224,-0.12,1,1,0.005,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,hes upset acc branded new logo…not
